Offset(V)          DueTime                  Period(ms) Signaled   Routine            Module
------------------ ------------------------ ---------- ---------- ------------------ ------
0xfffff88001068920 0x00000547:0x983498cc             0 -          0xfffff8800102e880 cng.sys
0xfffffa8031ff3870 0x00000533:0x0bec28f7             0 -          0xfffff88002cea010 netbt.sys
0xfffff80002ce27a0 0x0000052e:0xe6464780             0 -          0xfffff80002b1df40 ntoskrnl.exe
0xfffff880038b3f50 0x0000052f:0x421d3b08             0 -          0xfffff88003897150 srv.sys
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffff880024a8260 0x0000052f:0x540b0c43             0 -          0xfffff8800246ccb0 HTTP.sys
0xfffff80002c807c0 0x00006315:0x9120e099             0 -          0xfffff80002b98580 ntoskrnl.exe
0xfffff88002a22068 0x0000052f:0x4a126c8d             0 -          0xfffff88002a087c0 srv2.sys
0xfffffa8038467b58 0x0000052e:0xe74cec97             0 Yes        0xfffff80002b9a190 ntoskrnl.exe
0xfffffa8031c0ca10 0x0000052f:0x42d41870            25 Yes        0xfffff880019d30c0 CLASSPNP.SYS
0xfffffa8031c82c60 0x0000052f:0x4309d680            14 Yes        0xfffff88003c09274 vm3dmp.sys
0xfffffa8030e54460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa8030e3f460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa803258f900 0x0000052f:0x487ca160        300000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffff88002a22068 0x0000052f:0x4a126c8d             0 -          0xfffff88002a087c0 srv2.sys
0xfffffa8038467b58 0x0000052e:0xe74cec97             0 Yes        0xfffff80002b9a190 ntoskrnl.exe
0xfffffa8031c0ca10 0x0000052f:0x42d41870            25 Yes        0xfffff880019d30c0 CLASSPNP.SYS
0xfffffa8031c82c60 0x0000052f:0x4309d680            14 Yes        0xfffff88003c09274 vm3dmp.sys
0xfffffa8030e54460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa8030e3f460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffff88003d37480 0x0000052f:0xf27ed480             0 -          0xfffff88003d33c3c dfsc.sys
0xfffff8800249f680 0x0000052f:0x49873b7e         30000 Yes        0xfffff8800246c540 HTTP.sys
0xfffff88002c7d760 0x0000052f:0x4236f620             0 -          0xfffff88002c61010 afd.sys
0xfffffa803258fa70 0x0000052f:0x487ca160         60000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffffa803258f900 0x0000052f:0x487ca160        300000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffffa803258fbe0 0x00000534:0xdeffb870       3600000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffffa8031f0b278 0x000005f5:0xef09663c             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f15278 0x000005f5:0xef09663c             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031efd278 0x000005f5:0xef09663c             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f19278 0x000005f5:0xef09663c             0 -          0xfffff88001507160 ndis.sys
0xfffff80002c81900 0x0000052e:0xe6dede00          5000 Yes        0xfffff80002acc290 ntoskrnl.exe
0xfffff88003bdc710 0x0000052f:0x43da9400             0 -          0xfffff88003bd682c luafv.sys
0xfffff880010689d0 0x0000052e:0xe6dede00         10000 Yes        0xfffff88001005700 cng.sys
0xfffffa803258f900 0x0000052f:0x487ca160        300000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffff80002c8bfe0 0x0000052e:0xee100eeb         15000 Yes        0xfffff80002a8fee0 ntoskrnl.exe
0xfffffa8030efa4f8 0x0000052f:0x8255896e             0 -          0xfffffa8030efa17c UNKNOWN
0xfffffa803250e3e8 0x0000052f:0x43f0be5a          4000 Yes        0xfffff88003b60c14 usbccgp.sys
0xfffff80002c80860 0x005a1442:0x9f7fe099             0 -          0xfffff80002b985b0 ntoskrnl.exe
0xfffff80002ce1480 0x0000052e:0xe6f89a50             0 -          0xfffff80002a87f60 ntoskrnl.exe
0xfffff80002c80860 0x005a1442:0x9f7fe099             0 -          0xfffff80002b985b0 ntoskrnl.exe
0xfffff80002ce0610 0x0000052e:0xff10d64a         60000 Yes        0xfffff80002a89084 ntoskrnl.exe
0xfffff8800249f680 0x0000052f:0x49873b7e         30000 Yes        0xfffff8800246c540 HTTP.sys
0xfffffa8031ff4d80 0x0000052f:0x4457266a             0 -          0xfffff88002cea010 netbt.sys
0xfffffa8031f09278 0x0000052f:0x445d8ddb             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032e27ef0 0x0000052f:0x4459397b             0 -          0xfffff88003897010 srv.sys
0xfffff80002c80720 0x00000534:0xb9afe3f0             0 -          0xfffff80002a75050 ntoskrnl.exe
0xfffff80002ce0610 0x0000052e:0xff10d64a         60000 Yes        0xfffff80002a89084 ntoskrnl.exe
0xfffff8800249f680 0x0000052f:0x49873b7e         30000 Yes        0xfffff8800246c540 HTTP.sys
0xfffffa8031aeddb0 0x0000052f:0x4963e07c         60000 Yes        0xfffff88001142cf0 fltmgr.sys
0xfffff88001952220 0x0000052f:0x25a2fbdd        300000 Yes        0xfffff880019388b0 rdyboost.sys
0xfffffa80320e5770 0x0000052f:0x5a3abc8d         60000 Yes        0xfffff88001508b60 ndis.sys
0xfffff80002a476b8 0x0000052f:0x06c1684d         60000 Yes        0xfffff80002a3019c hal.dll
0xfffff8800249e580 0x0000052f:0x49873b7e         60000 Yes        0xfffff8800246c680 HTTP.sys
0xfffff880024a79c0 0x0000052f:0x49873b7e         60000 Yes        0xfffff8800246c700 HTTP.sys
0xfffff8800249f680 0x0000052f:0x49873b7e         30000 Yes        0xfffff8800246c540 HTTP.sys
0xfffff88003d37480 0x0000052f:0xf27ed480             0 -          0xfffff88003d33c3c dfsc.sys
0xfffff8800196a260 0x00000530:0x00ccf080             0 -          0xfffff88001967f20 mup.sys
0xfffffa8032e27bd0 0x0000052f:0x4459397b             0 -          0xfffff88003897010 srv.sys
0xfffffa8032ce0968 0x0000052f:0x44f1f5d5             0 -          0xfffff88002b99370 srvnet.sys
0xfffff88001789960 0x0000052e:0xe642ab96           500 Yes        0xfffff8800168a270 tcpip.sys
0xfffff80002ce27a0 0x0000052e:0xe6464780             0 -          0xfffff80002b1df40 ntoskrnl.exe
0xfffffa8031af46e0 0x0000052f:0x435f39a8             0 -          0xfffff880010d31c0 storport.sys
0xfffffa8030e54460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa8030e3f460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffff88002c7d760 0x0000052f:0x4236f620             0 -          0xfffff88002c61010 afd.sys
0xfffffa8031b44e00 0x0000052f:0x4349ae0e            10 -          0xfffff88001686dc0 tcpip.sys
0xfffffa8031af46e0 0x0000052f:0x435f39a8             0 -          0xfffff880010d31c0 storport.sys
0xfffffa8038467b58 0x0000052e:0xe74cec97             0 Yes        0xfffff80002b9a190 ntoskrnl.exe
0xfffffa8031c0ca10 0x0000052f:0x42d41870            25 Yes        0xfffff880019d30c0 CLASSPNP.SYS
0xfffffa8031c82c60 0x0000052f:0x4309d680            14 Yes        0xfffff88003c09274 vm3dmp.sys
0xfffffa8030e54460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa8030e3f460 0x0000052f:0x4356e156           500 Yes        0xfffff88000dd984c ataport.SYS
0xfffffa8032e27ef0 0x0000052f:0x4459397b             0 -          0xfffff88003897010 srv.sys
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffff80002c80720 0x00000534:0xb9afe3f0             0 -          0xfffff80002a75050 ntoskrnl.exe
0xfffff80002c81900 0x0000052e:0xe6dede00          5000 Yes        0xfffff80002acc290 ntoskrnl.exe
0xfffff88003bdc710 0x0000052f:0x43da9400             0 -          0xfffff88003bd682c luafv.sys
0xfffff880010689d0 0x0000052e:0xe6dede00         10000 Yes        0xfffff88001005700 cng.sys
0xfffffa8030efa4f8 0x0000052f:0x8255896e             0 -          0xfffffa8030efa17c UNKNOWN
0xfffffa803258f900 0x0000052f:0x487ca160        300000 Yes        0xfffff80002be06a0 ntoskrnl.exe
0xfffff80002c80720 0x00000534:0xb9afe3f0             0 -          0xfffff80002a75050 ntoskrnl.exe
0xfffff880009eead8 0x0000052f:0x22fa325d         15000 Yes        0xfffff80002a91b20 ntoskrnl.exe
0xfffffa8032867278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8032040278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d89278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d86278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef5278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031f1d278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031ef9278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffffa8031d80278 0x0000052f:0x43c834a2             0 -          0xfffff88001507160 ndis.sys
0xfffff88001789960 0x0000052e:0xe642ab96           500 Yes        0xfffff8800168a270 tcpip.sys
0xfffffa8032e27ef0 0x0000052f:0x4459397b             0 -          0xfffff88003897010 srv.sys
0xfffff80002ce27a0 0x0000052e:0xe6464780             0 -          0xfffff80002b1df40 ntoskrnl.exe
